"Story","Title","Result","Date","Stability","Duration (s)"
"View age verification attestation","User opens an Age Verification attestation from the dashboard","SUCCESS","2024-10-08T14:34:31.756472+03:00[Europe/Athens]","0.0","6.58"
"View age verification attestation","User opens an Age Verification attestation from the dashboard","SUCCESS","2024-10-08T15:18:39.448445+03:00[Europe/Athens]","0.0","6.62"
