"Story","Title","Result","Date","Stability","Duration (s)"
"Issue age verification attestation","Log in successfully","SUCCESS","2024-10-08T14:31:25.275259+03:00[Europe/Athens]","0.0","6.63"
"Issue age verification attestation","Log in successfully","SUCCESS","2024-10-08T15:15:32.159765+03:00[Europe/Athens]","0.0","6.85"
