"Story","Title","Result","Date","Stability","Duration (s)"
"EUDI Wallet Booking Reservation Presentation","Display success message and attestation to Relying Party","SUCCESS","2024-10-08T14:30:25.494787+03:00[Europe/Athens]","0.0","6.61"
"EUDI Wallet Booking Reservation Presentation","Display success message and attestation to Relying Party","SUCCESS","2024-10-08T15:14:32.065177+03:00[Europe/Athens]","0.0","6.66"
